One_Health_Ins_ACS_10_14,Two_Plus_Health_Ins_ACS_10_14,No_Health_Ins_ACS_10_14
3817,1114,451
2194,947,611
1666,769,233
2649,792,462
1087,401,269
1939,816,341
2861,1053,443
3334,1235,321
4061,1657,229
1165,448,93
2876,841,183
1954,573,191
4383,1258,770
1885,900,179
819,329,54
3470,1070,214
4450,1137,238
1728,823,50
3029,1582,175
3449,1413,266
2276,756,305
2049,809,103
2645,870,232
3444,1065,255
583,247,231
0,0,0
0,0,0
753,146,175
729,178,114
1611,375,297
2896,698,462
2225,309,286
1416,300,249
1064,367,101
727,110,56
1984,227,281
996,322,95
1246,259,274
2110,368,336
2341,598,48
3003,646,276
2147,762,166
2041,563,465
1362,377,114
1866,358,306
3850,1206,211
1537,552,91
2146,937,91
2143,465,199
1601,471,176
2291,761,319
2046,493,136
1729,663,96
2671,730,270
2359,660,246
1266,731,54
2880,1178,173
1957,726,175
,,
3225,967,233
2042,408,224
2865,1270,154
1671,584,151
3495,872,131
2785,619,385
1665,460,165
1522,320,155
3166,1143,169
956,432,93
2146,562,219
2918,1007,498
2079,828,100
2449,737,259
1946,441,161
2831,829,328
3474,1023,411
4788,964,539
2307,637,128
,,
2142,656,121
3074,694,94
2641,399,147
1342,348,77
2616,1311,228
5566,1598,174
4322,1121,277
3237,806,335
3258,680,498
1861,408,171
1157,225,136
65,0,0
1572,498,98
4612,1052,356
2430,914,485
3581,725,446
803,75,16
104,104,63
4227,953,295
,,
0,0,0
0,0,0
0,0,0
352,165,81
1612,746,559
1137,348,253
2221,728,454
1173,572,317
2669,755,471
1010,177,353
1846,453,305
2339,666,137
2454,1238,338
2721,828,197
2428,432,370
1311,765,281
1586,833,187
1697,318,395
1842,546,351
2187,765,437
1074,326,678
2181,446,476
1278,265,225
1368,278,316
1383,311,203
1969,378,260
1225,524,138
1256,245,115
973,152,146
1549,546,283
1570,488,261
1680,333,197
1694,546,298
2451,557,356
1175,102,465
1656,548,102
1273,219,147
5765,355,312
1848,130,62
2988,420,603
3448,1014,511
916,625,19
1018,231,110
2195,491,238
1513,458,276
1393,438,315
1524,168,98
2165,578,399
2758,468,315
1044,302,43
3360,76,292
1168,391,236
1846,417,308
1202,198,335
2506,802,314
2258,527,487
1246,501,243
1838,436,197
2318,453,127
4329,1248,291
4098,1329,217
2379,389,65
3012,679,186
3231,761,177
1873,460,59
1540,488,134
1159,483,134
3435,1085,363
1408,668,100
2029,827,177
2786,848,275
2194,429,289
2130,712,299
4042,1539,417
2808,395,375
2573,966,206
3916,791,186
3718,807,252
3447,408,101
2036,329,59
5343,877,202
1789,838,162
5277,1447,312
3372,912,190
4348,1077,229
3572,1083,308
1987,857,199
4329,1439,317
2976,827,248
4266,975,640
3511,692,195
783,319,93
2171,915,117
3098,906,318
2652,846,400
3725,1222,201
1465,349,192
1992,779,290
1931,430,244
2691,870,348
3286,1103,102
1999,549,82
1536,544,160
4156,839,438
3793,1229,154
1972,560,432
3440,1121,287
1541,513,180
1949,622,356
2726,773,406
2543,1006,304
2041,625,385
1559,451,280
2409,982,453
3714,1020,521
4365,1163,413
2266,626,116
1387,372,44
3158,902,178
3779,1563,335
2474,543,82
4143,478,207
2007,511,116
4378,1118,222
1999,707,72
2233,741,275
5734,1109,380
3868,700,375
2769,850,125
2279,490,167
1919,373,71
1596,371,300
5694,1300,271
2791,761,288
1365,326,89
2991,1004,435
3411,890,271
1968,617,41
1300,342,77
2033,338,164
2131,474,138
1561,287,352
0,110,74
2897,549,53
8045,2274,569
4885,1046,498
4814,568,690
3124,1021,242
3277,1008,600
5043,1310,686
4214,1177,760
4342,1363,203
3231,831,227
2319,660,240
1634,504,174
1818,652,188
1556,320,229
2522,560,333
2875,871,512
1910,464,363
2359,765,88
2574,845,391
1198,327,195
1548,514,359
4056,762,276
3463,1260,287
3135,633,159
1863,458,182
2752,378,475
1851,515,371
4189,792,1848
3126,590,927
1715,346,954
2548,669,977
2332,691,678
3213,520,934
1771,293,872
2602,467,298
3831,611,800
4652,1273,630
2073,688,370
2527,554,401
1584,228,250
3725,654,432
3627,707,473
3421,817,411
2183,781,519
2740,717,215
5950,1941,725
5567,1201,552
5205,1113,561
2725,535,354
3922,725,351
2534,538,313
4696,891,298
3970,545,375
2422,419,239
3018,463,400
3297,623,429
5278,1212,999
2977,544,285
3983,955,308
3026,803,399
2431,782,402
3448,775,396
3661,422,415
4004,475,363
1987,306,128
3680,910,540
2506,685,228
2901,557,119
4304,842,188
2714,585,219
2282,674,521
2664,785,553
3700,702,268
2190,472,271
3484,973,178
4021,758,181
4028,801,247
1676,337,69
5930,1217,514
2415,450,179
5106,875,278
1999,558,33
2052,485,267
1841,520,202
3540,632,191
3503,439,262
4390,580,359
3179,472,294
5308,938,250
3797,814,570
5381,1027,316
3657,707,217
3640,496,492
3853,1070,363
5001,1488,291
2877,411,338
4825,1001,468
2636,814,125
3798,456,46
5732,767,85
3792,251,485
5711,575,207
3403,881,717
7563,1430,637
2273,713,322
1646,612,419
2062,866,386
1620,640,163
3911,1072,386
3777,1337,808
3236,1220,271
2598,948,286
2028,657,507
3702,967,283
0,0,0
2510,677,387
2675,853,373
1577,463,139
2083,860,580
3955,1011,226
4115,1039,804
3487,907,567
3076,799,367
3160,779,323
4326,695,155
2814,455,395
1895,329,273
4496,1002,439
3940,1194,630
3440,536,377
1536,353,317
2029,589,167
1709,441,203
4995,1202,563
3512,816,474
6484,1072,348
1108,373,118
2120,508,219
5189,1251,352
2005,580,371
2579,744,197
2571,862,192
2946,901,201
2106,838,498
0,0,0
2930,1112,518
1421,400,137
2725,755,174
2835,889,425
3791,831,543
2112,727,152
1391,321,142
3021,988,268
3801,860,510
1655,471,104
2565,486,390
1947,493,442
2099,222,45
2388,233,123
4151,1066,577
2438,813,291
2973,1061,309
3058,636,245
5823,878,1313
3829,691,429
2424,403,351
3980,874,346
2741,746,245
1973,481,169
2429,784,118
6050,975,425
3303,859,168
4941,821,278
5429,724,869
3164,501,248
3775,715,393
4857,1096,605
4467,962,281
3854,775,290
5227,1248,1466
4245,739,343
4590,693,632
2570,233,485
3813,401,715
2908,208,755
3859,491,897
2699,212,762
2625,231,512
3673,350,807
3161,294,405
2397,363,433
2551,294,558
1118,125,100
1474,137,250
1486,231,201
1693,174,486
4383,1212,750
1864,214,340
1880,273,629
1148,230,272
749,51,215
1199,130,211
1666,160,833
1502,291,271
2807,205,472
0,0,0
1949,129,499
1062,210,302
1676,136,204
1134,125,202
3805,453,747
1641,368,371
2791,369,531
2335,740,239
2746,709,655
7,0,0
1537,214,355
1918,234,565
3292,422,655
4153,581,886
690,177,258
2958,467,1141
4491,874,459
2860,393,501
4192,578,1215
4283,1387,312
5238,980,770
3112,719,1381
2367,182,869
2742,396,838
2770,743,950
2625,242,908
3239,586,627
2999,580,563
1015,85,302
2610,299,687
713,50,395
2834,181,857
871,43,254
1822,309,490
3307,899,605
2868,391,373
1714,513,555
2076,304,564
1825,297,491
3017,333,693
2701,379,412
2050,156,671
0,0,0
2858,355,572
1714,413,343
2310,280,507
2707,472,654
2692,389,621
3285,550,296
2382,182,1102
0,0,0
2470,237,535
2511,291,506
2217,301,515
1733,264,304
3082,250,861
705,80,151
1685,199,505
1846,189,384
2798,391,540
1784,221,623
993,295,424
1810,151,399
1624,163,303
2286,399,661
1967,293,432
2174,148,644
1269,159,403
2015,120,445
1734,123,513
1567,303,196
1139,169,202
1538,172,406
4554,433,568
1205,232,208
1572,223,173
1322,302,226
2822,503,410
2745,359,389
1293,146,386
2902,319,1126
1668,154,429
2751,423,831
1389,243,402
1675,177,259
2313,332,398
1634,183,387
1755,125,403
1820,173,567
1851,315,534
2062,290,501
1446,249,388
1981,200,271
1582,253,593
2461,323,601
1114,105,367
2481,524,704
2708,425,1124
2657,504,1081
1814,128,502
3022,781,283
2746,274,658
2455,290,530
2436,435,560
4264,471,661
1952,203,317
0,0,0
1741,268,339
1979,336,500
1848,144,366
1498,249,512
584,65,390
826,141,267
2709,287,1417
2506,454,551
1624,295,345
4102,499,1440
1927,194,290
1883,235,206
2742,242,723
2569,190,731
1426,136,220
2117,265,431
940,199,189
2348,471,590
1777,169,367
1419,252,232
1859,294,359
2059,309,409
1848,240,855
519,36,211
731,112,730
1157,439,391
679,101,243
1203,80,266
1861,219,499
1466,230,574
4062,400,1894
3427,445,417
4,0,0
4506,747,468
4291,543,1384
0,0,0
1506,378,379
3923,513,881
5179,744,2654
1446,295,766
3151,476,925
3994,701,1437
3806,579,1562
4299,885,1269
0,0,0
995,127,355
3556,320,1398
3944,539,1077
2523,299,1227
1719,162,808
10439,935,1289
945,217,281
725,119,366
1605,96,303
2009,263,1102
2340,77,378
5132,461,1586
1019,147,113
3930,383,2157
1682,293,211
2502,195,1368
1123,476,348
3412,476,2499
2684,443,1798
2965,603,942
1277,220,333
5366,1053,2287
2008,343,247
4973,784,2357
1341,144,231
4434,596,1856
1077,68,106
4343,714,2737
1844,376,337
4145,842,1029
1335,193,189
3115,523,1076
1249,165,202
3898,1039,1682
3427,359,357
3547,772,625
4477,697,925
2918,587,656
4073,338,1111
4176,677,1532
861,124,179
5917,974,531
2999,344,520
1337,225,466
0,0,0
3188,565,394
6021,570,1737
4784,663,966
2194,527,1167
4852,614,799
3609,500,681
2404,413,1083
1651,383,408
3495,364,991
5522,845,674
0,0,0
2698,517,538
9254,2203,1420
1885,366,1220
2560,401,505
2127,393,702
2487,574,1093
2300,306,280
1302,246,798
2441,697,605
3463,285,688
1922,317,759
1356,209,660
2335,139,1717
2245,433,299
1790,261,586
1825,339,315
1444,173,308
1758,250,456
1895,411,1341
4651,771,966
2078,205,1269
3826,733,2557
3556,699,3254
0,0,0
0,0,0
1835,348,246
2079,364,511
1534,138,304
2427,317,1546
860,102,202
3881,349,3584
1176,153,195
3691,447,3112
3116,567,470
1706,438,1525
3330,737,3259
2862,338,2207
1962,488,1518
2863,450,1491
3132,207,557
2696,236,650
1825,451,291
60,47,0
2888,343,1906
1133,196,96
1429,267,126
1989,603,704
3453,573,1776
2455,274,1738
3003,188,673
2358,615,617
3144,451,1192
1685,372,786
1922,533,843
3433,635,940
1695,395,535
1177,283,333
463,47,46
2932,464,996
8810,1837,2331
1253,112,113
2085,332,672
1519,331,224
2865,414,893
3877,791,1311
2128,240,973
5681,580,1894
2141,306,1151
1230,262,147
1729,316,1881
2725,534,235
3940,727,2359
2309,496,543
5386,990,2125
1985,653,654
2684,566,1046
2363,690,294
2498,399,653
3165,446,1156
968,294,103
3573,1097,942
4282,931,826
2173,366,338
3782,1198,1701
1125,155,251
2493,431,1204
3473,648,698
3126,468,968
1194,80,325
3281,450,714
1422,222,306
1542,262,280
1062,150,117
2335,333,384
1931,333,405
3448,711,1082
2989,468,711
1102,256,107
1196,167,188
1522,256,256
1024,159,277
1395,160,158
2876,442,433
1115,268,430
1246,242,297
1382,279,302
2156,465,447
1436,201,319
1730,455,240
1263,252,267
1276,190,228
1878,191,369
1433,177,142
1092,128,250
1431,247,211
1185,236,234
1231,101,387
1572,216,169
1012,213,202
1592,240,288
1575,235,676
1421,253,127
1476,375,253
796,43,490
1646,254,194
1340,117,271
3065,439,908
3269,426,690
4483,680,671
2754,170,833
3383,213,1336
1828,330,284
3855,386,1168
3567,349,1219
2177,410,575
1579,159,630
1526,261,548
1382,152,685
2017,364,193
2954,213,727
1354,204,263
1054,101,355
1053,231,147
140,16,0
1213,313,139
1172,183,394
1196,210,200
1418,129,336
3137,380,656
3353,761,747
2846,247,833
1286,226,158
2665,363,493
1990,387,446
3928,637,754
2679,150,457
3486,255,865
2299,275,475
2797,184,1066
1070,260,159
3396,307,996
850,162,129
2798,316,833
1135,366,131
3133,504,634
1048,384,91
1214,253,321
976,257,148
708,226,83
1405,192,352
1522,122,195
914,243,94
10,0,0
1155,183,182
1271,155,215
1037,329,127
4114,552,1116
14,0,0
1017,228,161
1763,415,180
999,168,131
1450,254,162
2527,272,406
916,310,127
2074,267,185
1108,439,121
1514,224,260
0,0,0
1711,322,344
2426,446,206
2176,289,424
2385,224,420
1188,372,190
1719,315,194
1120,207,26
1236,211,66
1925,446,282
2380,565,72
3203,288,438
1982,353,214
1289,363,368
74,46,14
1511,216,328
2307,525,194
1985,647,408
2561,243,203
0,0,0
3908,525,581
1383,154,137
2239,295,324
1627,89,93
3079,428,273
1164,256,71
1964,308,271
7773,870,1318
2341,730,250
1958,268,288
1383,193,35
1601,345,123
1569,184,71
2391,515,365
4041,839,280
1056,73,130
3124,716,729
3372,603,644
2789,389,532
1621,324,620
2630,343,306
1330,193,321
2733,363,618
2717,349,433
1371,243,60
1791,203,263
2012,374,190
4282,792,442
4390,493,358
4553,1095,505
4073,535,418
5089,418,761
0,0,0
4093,637,506
2332,635,363
1777,317,308
3250,825,468
1373,382,76
939,189,27
1222,243,94
1342,319,92
3979,986,287
2449,350,209
3382,667,718
2595,650,642
2399,369,425
1287,273,68
4150,653,299
3250,894,56
3153,500,229
1214,189,97
1751,241,112
1441,376,168
4245,791,187
2369,264,325
4588,951,772
1720,387,368
2447,428,268
2655,296,198
3283,224,594
1086,311,215
1664,188,507
1971,275,171
0,0,0
4362,1315,972
2488,603,1513
2096,599,902
2738,504,1255
2570,396,562
5721,1378,496
2906,376,566
3138,390,976
3660,575,1404
4581,809,824
4651,611,946
2496,875,1398
1586,255,876
824,90,225
4445,454,2972
2961,620,1043
4217,863,1445
3426,727,1311
3131,705,1613
1687,340,463
4172,784,1936
2085,242,346
2417,543,1350
1197,136,739
1657,259,369
5607,1384,490
7183,2161,1188
6587,1339,346
852,226,132
2785,1179,114
0,0,0
3,3,0
4175,399,1230
1660,393,48
2582,318,839
2763,562,172
4513,545,1158
2369,881,335
3124,622,311
3424,1140,525
3451,759,764
2962,329,474
3681,500,453
3848,973,575
2469,960,510
1679,300,523
3777,503,617
3152,241,403
1810,243,351
5471,900,701
1951,412,551
1407,600,142
1542,381,368
1652,756,164
4136,1976,263
3107,335,419
1657,632,232
2162,1941,68
4119,2409,408
1782,749,82
4981,1055,832
2924,1459,875
0,0,0
1684,520,103
6663,836,1106
5902,1382,1585
3233,1083,182
3482,1797,539
1961,1073,482
5096,966,1148
5322,555,996
2753,848,447
4381,1838,646
5220,1094,426
2977,573,180
1581,350,127
0,0,0
1993,399,354
2244,804,254
1003,594,70
2969,707,318
1903,521,187
1133,863,323
1310,566,275
1123,361,187
2482,567,531
1525,531,114
1386,299,282
879,173,98
1815,199,615
2386,400,676
2547,574,1257
2209,516,1325
4524,884,2957
1004,143,758
1822,370,709
3354,557,1066
1475,95,191
1233,217,672
1297,292,736
1571,362,789
1831,449,1074
1553,185,439
979,147,251
975,258,332
1177,206,328
1301,137,238
1458,605,625
2005,362,424
0,0,0
3090,709,635
3133,473,200
8446,1149,1420
4695,1066,625
2584,540,272
2700,513,113
2254,376,346
1231,216,131
3675,598,141
2795,469,145
44,15,0
2722,488,157
2638,608,400
3067,601,349
3077,497,275
2722,743,202
1099,160,142
2686,274,483
6573,1201,1789
4619,904,648
4727,561,1085
3374,533,622
17,9,6
1351,264,161
2037,328,150
689,154,102
2312,403,334
3471,764,392
2707,334,526
1591,328,285
2525,399,279
2072,672,594
1144,280,223
1958,495,287
2077,224,467
1551,745,316
2166,735,438
1881,782,371
2805,1253,843
1792,956,56
1787,1091,155
1775,883,300
4529,1212,905
3172,1403,454
711,1412,0
4984,1618,357
644,220,81
4991,1879,724
1299,502,195
3294,1161,523
2788,612,442
2783,668,244
3213,1101,309
4899,1486,779
0,0,0
3538,787,86
3703,727,581
2320,291,205
1565,201,278
1648,350,237
1986,262,156
3252,903,461
1356,232,148
1808,549,360
2642,592,534
4211,837,324
2227,504,203
4074,816,215
3022,868,156
1782,485,282
4841,1538,533
2586,556,264
2358,701,319
4357,959,414
3136,806,190
2262,793,380
1283,295,113
3441,757,221
4364,1269,319
1458,389,111
1188,404,118
1286,411,156
3649,756,115
4614,865,141
2224,470,187
2953,790,220
1025,184,122
4934,1173,245
1395,414,93
5280,999,269
5772,1589,240
4657,1492,210
3915,960,363
978,194,88
2901,591,254
812,253,38
2059,638,192
1143,308,188
1404,489,241
4731,445,884
4688,628,455
1486,207,269
2241,283,352
1237,108,128
507,9,7
1976,315,206
2260,627,293
2827,326,748
1147,271,389
3964,559,1296
2873,381,377
1895,271,436
2178,222,106
10174,1275,1283
2684,583,336
2894,453,253
2224,332,206
2473,362,281
2134,286,154
6784,1222,887
3735,581,409
3185,441,606
1092,101,64
2824,742,161
,,
2726,624,195
2537,390,374
3159,494,402
3734,449,793
4671,959,152
5106,464,354
2189,563,221
2580,448,319
2620,467,183
3057,476,58
2376,292,133
3024,527,322
2102,483,134
4629,1038,626
1114,298,98
4330,858,368
3909,747,158
1348,224,174
2658,326,688
2847,690,189
4815,1384,40
2097,288,340
6080,1182,404
2565,765,166
6541,730,274
4247,505,262
3006,527,352
2908,495,87
4085,841,161
0,0,0
4678,1355,212
2633,709,107
3811,457,403
2365,456,324
4063,562,119
4449,490,300
6049,1027,199
3413,615,137
7676,961,286
3876,636,142
3532,800,194
1794,422,232
4075,589,228
5298,1034,553
2112,702,101
1380,247,83
5212,735,520
4324,1096,22
4058,595,306
1460,229,72
5464,819,294
2960,428,325
3758,652,1093
7769,1022,346
5506,616,189
4574,749,260
3794,474,850
2248,157,245
7116,840,618
231,0,0
3087,544,505
2775,193,404
4844,1053,302
3748,461,217
2293,310,159
4039,432,372
4809,763,224
3178,545,215
2942,468,163
4359,1172,566
3507,496,224
4469,623,696
2755,217,348
1395,329,62
2372,202,138
5738,1176,491
5863,735,401
3833,565,658
5061,425,719
2355,264,297
3571,548,416
855,119,132
0,0,0
4318,891,190
4058,1033,386
3251,636,515
4219,866,246
5312,694,903
1824,344,173
3111,473,527
4311,1171,869
2546,765,757
2832,514,742
2910,306,500
3648,687,157
4134,994,222
4148,1117,221
2937,741,488
3882,848,177
3043,685,323
1525,332,77
4430,1418,489
4731,819,780
4747,1039,225
5113,850,1385
4386,849,365
4164,1196,227
3439,626,123
3839,1454,230
3113,571,200
2989,661,82
6184,1076,483
5524,926,1211
5036,1054,1139
2831,245,74
4133,178,158
2466,572,261
4300,1357,242
3936,1056,231
2313,438,314
695,96,87
2974,447,305
2525,616,337
2684,859,99
5221,487,516
7390,405,574
4641,720,284
4313,554,257
2927,358,489
4075,610,1312
2542,302,359
3088,247,198
3213,526,2754
3386,669,943
3117,392,2014
4412,784,317
3653,1077,372
4944,1041,383
3126,759,361
5272,1186,121
1802,606,69
4378,844,450
2013,957,319
4493,989,675
3075,306,173
2056,356,129
3305,913,239
3240,707,181
2243,589,531
2460,1013,289
3261,1619,477
2176,729,236
2605,912,489
3385,851,415
4117,1224,466
2578,502,172
2829,663,313
3182,831,436
1884,168,134
2301,75,46
2804,574,690
2248,868,299
2605,901,282
1539,470,188
2478,809,944
2574,788,1114
1430,59,51
3634,681,746
3243,668,346
3977,1616,664
1987,573,475
1932,646,253
3856,1194,522
4049,1332,716
1974,695,405
1528,452,344
4335,762,467
3851,1165,332
2615,664,296
2886,816,193
1971,428,155
1273,306,135
1423,665,224
1631,328,145
1998,798,216
3543,793,357
5751,923,370
7243,1665,444
4172,750,220
2852,654,245
1416,342,139
2935,648,350
4191,1142,376
3172,1061,259
2477,749,157
4671,1495,454
1596,159,31
3767,627,491
4467,1108,318
2390,367,61
2400,948,197
3092,897,151
3697,794,117
3571,759,115
3860,779,587
6613,1735,394
4851,869,259
5145,979,340
1458,301,121
2154,524,420
1488,422,199
4998,1077,370
1412,332,14
4770,1070,840
2645,673,443
4215,867,27
4889,923,168
2975,656,71
4931,604,90
2759,588,163
3246,660,266
2480,698,53
1975,414,85
5398,1049,133
4718,1142,214
1629,484,228
2053,394,178
2164,450,287
2084,229,554
1123,197,51
3298,888,609
1984,535,160
4018,823,662
2411,505,742
2181,401,406
337,135,96
1856,566,217
2007,414,337
2206,498,452
2315,598,531
2893,546,349
2468,633,799
5432,1658,499
5686,1636,278
5011,1184,177
4639,716,172
1321,385,117
3928,787,151
2319,373,174
2520,565,111
1620,375,123
4874,1300,201
2559,702,105
2942,924,190
1725,423,88
1487,380,69
3013,809,191
3256,543,339
3048,812,265
2994,921,312
1784,364,104
2319,878,178
2092,507,121
1495,452,177
4979,843,378
2404,609,439
1668,341,255
2274,540,235
1457,327,209
3466,1299,311
3517,1407,334
1126,117,8
3843,843,503
2736,674,274
2076,736,265
3934,1141,369
1951,738,328
3433,825,708
1102,365,111
2307,630,289
2690,663,396
3257,842,443
1426,389,516
1692,682,133
2721,593,190
1929,751,282
2691,825,191
2383,816,406
2657,717,554
2413,823,663
2529,821,468
1483,515,214
784,306,213
2237,756,582
1828,544,195
2875,880,322
1605,636,333
2702,1109,227
2385,557,383
1930,499,184
1644,507,211
2509,764,389
2835,944,409
2448,1065,307
2692,880,272
1437,518,136
1191,447,159
1277,280,130
2454,697,227
2158,582,652
2319,745,300
2470,787,1089
2268,546,702
1657,580,346
6284,1521,381
2063,665,267
1620,476,300
1948,309,372
2081,571,292
2593,569,386
1780,647,345
2979,778,413
3008,488,188
4186,707,148
3881,797,152
4132,885,140
2384,442,54
2506,509,121
2760,456,56
2324,490,57
5790,1369,258
1513,396,29
4698,823,159
1976,393,370
2647,581,641
1729,262,203
3804,616,1282
6727,790,1595
2498,609,1477
3157,545,632
3768,760,182
1081,193,16
4038,844,232
3444,956,148
1175,250,5
4758,780,921
2778,577,240
3041,431,205
2626,566,67
4471,817,491
2365,646,105
2501,638,10
4616,887,291
2099,530,259
2254,354,67
1905,322,95
4067,886,171
3368,882,334
3617,890,179
3053,549,339
3136,626,209
1968,399,117
3054,641,132
6275,1363,188
6092,1036,143
4023,459,275
2660,499,136
4457,511,169
4907,2061,264
3412,523,524
1704,282,492
2953,443,246
3173,395,216
3502,770,1196
2793,692,387
3659,474,489
4327,792,525
3871,888,183
4611,927,346
1431,293,332
